source_type,heading,src,bucket,format,program,program_hint,publish_date,tier,slug
news,Astropolitics | Bertelsmann Site Dedicated to Geopolitics,contentful,highlights (review 9 news),,RE-TAG (no workstream),Astropolitics,,unknown (no publish_date),astropolitics-bertelsmann-site-dedicated-to-geopolitics
news,Documentary Film | Lithium Rising: The Race for Critical Minerals,contentful,highlights (review 9 news),,RE-TAG (no workstream),Critical Minerals,,unknown (no publish_date),documentary-film-lithium-rising-the-race-for-critical-minerals
news,Documentary Film | The Open Veins of Potosi,contentful,highlights (review 9 news),,RE-TAG (no workstream),BFNA Documentaries,,unknown (no publish_date),documentary-film-the-open-veins-of-potosi
news, Indo-Pacific Nexus | Bertelsmann Site Dedicated to the Dynamic Region,contentful,highlights (review 9 news),,RE-TAG (no workstream),Indo-Pacific Nexus,,unknown (no publish_date),indo-pacific-nexus-bertelsmann-site-dedicated-to-the-dynamic-region
news,Infographic | Space Mining ,contentful,highlights (review 9 news),,RE-TAG (no workstream),,,unknown (no publish_date),infographic-space-mining
news,Latest Issue | Transponder: The Future,directus,highlights (review 9 news),,RE-TAG (no workstream),Transponder Magazine,,unknown (no publish_date),latest-issue-transponder-the-future
news,New Documentary| Motown South: Organized Labor in the Battery Belt,directus,highlights (review 9 news),,RE-TAG (no workstream),BFNA Documentaries,,unknown (no publish_date),new-documentary-motown-south-organized-labor-in-the-battery-belt
news,New Documentary| Nickel Land: Indonesia's Critical Mineral,directus,highlights (review 9 news),,RE-TAG (no workstream),BFNA Documentaries,,unknown (no publish_date),new-documentary-nickel-land-indonesias-critical-mineral
news,New Infographic | Strength in Numbers,directus,highlights (review 9 news),,RE-TAG (no workstream),,,unknown (no publish_date),new-infographic-strength-in-numbers
news,NEW PODCAST: The Transponder - Astropolitics,directus,highlights (review 9 news),,RE-TAG (no workstream),Astropolitics,,unknown (no publish_date),new-podcast-the-transponder-astropolitics
news,New Publication | Lithium Rising: The Race for Critical Minerals,directus,highlights (review 9 news),,RE-TAG (no workstream),Critical Minerals,,unknown (no publish_date),new-publication-lithium-rising-the-race-for-critical-minerals
news,New Site | Indo-Pacific Nexus,directus,highlights (review 9 news),,RE-TAG (no workstream),Indo-Pacific Nexus,,unknown (no publish_date),new-site-indo-pacific-nexus
news,Podcast | The Transponder,contentful,highlights (review 9 news),,RE-TAG (no workstream),Transponder Magazine,,unknown (no publish_date),podcast-the-transponder
news,Publication | Lithium Rising: The Race for Critical Minerals,contentful,highlights (review 9 news),,RE-TAG (no workstream),Critical Minerals,,unknown (no publish_date),publication-lithium-rising-the-race-for-critical-minerals
news,Transatlantic Barometer  | New Indicator: Foreign Aid,contentful,highlights (review 9 news),,RE-TAG (no workstream),Transatlantic Barometer,,unknown (no publish_date),transatlantic-barometer-new-indicator-foreign-aid
news,Transatlantic Barometer  | New Indicator: Start Ups,directus,highlights (review 9 news),,RE-TAG (no workstream),Transatlantic Barometer,,unknown (no publish_date),transatlantic-barometer-new-indicator-start-ups
news,Welcome Bertelsmann Foundation Fellowship Class of 2026,contentful,highlights (review 9 news),,RE-TAG (no workstream),Fellowship (BFF),,unknown (no publish_date),welcome-bertelsmann-foundation-fellowship-class-of-2026
infographic,12 Days of Christmas in Europe ,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2014-12-17,archive (3y+),12-days-of-christmas-in-europe
infographic,2020 Senate Races Overshadowed by Trump,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2019-09-19,archive (3y+),2020-senate-races-overshadowed-by-trump
infographic,A New Era of German-Turkish Cooperation?,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2015-10-29,archive (3y+),a-new-era-of-german-turkish-cooperation
infographic,A Shred of Doubt Brexit’s Future,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2019-01-30,archive (3y+),a-shred-of-doubt-brexits-future
infographic,American Democracy on Unstable Ground,directus,insights,infographic,Democracy,,2021-05-25,archive (3y+),american-democracy-on-unstable-ground
infographic,Austrian Elections,directus,insights,infographic,Democracy,Election Analysis,2016-05-19,archive (3y+),austrian-elections
infographic,Breaking Barriers,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2017-07-21,archive (3y+),breaking-barriers
infographic,Breaking Down Barriers,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2018-07-30,archive (3y+),breaking-down-barriers
infographic,Building Resilient Democracy in the 21st Century,directus,insights,infographic,Democracy,,2019-07-24,archive (3y+),building-resilient-democracy-in-the-21st-century
infographic,Checkmate,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2016-11-17,archive (3y+),checkmate
infographic,China’s Belt and Road Initiative,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2019-06-27,archive (3y+),chinas-belt-and-road-initiative
infographic,Crisis and Consequences,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2021-04-23,archive (3y+),crisis-and-consequences
infographic,Democracy’s Canary in a Coal Mine,directus,insights,infographic,Democracy,,2019-05-07,archive (3y+),democracys-canary-in-a-coal-mine
infographic,E-Commerce vs. Digital Trade,directus,insights,infographic,PENDING-Q3 (Digital World retired),,2019-12-20,archive (3y+),e-commerce-vs-digital-trade
infographic,EU Enlargement,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2019-11-27,archive (3y+),eu-enlargement
infographic,Europe's Migration Muddle,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2015-08-22,archive (3y+),europes-migration-muddle
infographic,Fresco or Fiasco,directus,insights,infographic,Democracy,,2018-02-27,archive (3y+),fresco-or-fiasco
infographic,Germany's Newpolitik,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2016-10-12,archive (3y+),germanys-newpolitik
infographic,Germany’s Political Shake-Up,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2020-02-27,archive (3y+),germanys-political-shake-up
infographic,Greece Under a Microscope,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2015-01-20,archive (3y+),greece-under-a-microscope
infographic,Greek Debt Crisis: Sisyphus' Latest Challenge,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2015-07-23,archive (3y+),greek-debt-crisis-sisyphus-latest-challenge
infographic,Greek Debt Crisis: Will the Last Domino Stand?,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2015-06-24,archive (3y+),greek-debt-crisis-will-the-last-domino-stand
infographic,Health Care on Life Support,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2017-03-23,archive (3y+),health-care-on-life-support
infographic,How Important is NATO?,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2023-02-02,archive (3y+),how-important-is-nato
infographic,"Infographic: AI Research and Development in the U.S., EU and China",directus,insights,infographic,PENDING-Q3 (Digital World retired),,2023-09-12,active,infographic-ai-research-and-development-in-the-u-s-eu-and-china
infographic,Infographic: Cybersecurity ,directus,insights,infographic,PENDING-Q3 (Digital World retired),,2023-11-14,active,infographic-cybersecurity
infographic,Major European Migration Flows from the 1990s to Present,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2015-09-24,archive (3y+),major-european-migration-flows-from-the-1990s-to-present
infographic,NATO at 70 Military Spending,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2019-04-30,archive (3y+),nato-at-70-military-spending
infographic,Pandemic Politics in Germany,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2020-06-11,archive (3y+),pandemic-politics-in-germany
infographic,Profiting in the Age of COVID-19,directus,insights,infographic,PENDING-Q3 (Digital World retired),,2020-03-26,archive (3y+),profiting-in-the-age-of-covid-19
infographic,Referendum Retrospective,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2016-06-20,archive (3y+),referendum-retrospective
infographic,Russia's Economy,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2015-04-16,archive (3y+),russias-economy
infographic,Social Inequity,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2016-02-22,archive (3y+),social-inequity
infographic,Something to Snack On,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2015-05-31,archive (3y+),something-to-snack-on
infographic,Strength in Numbers,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2025-10-01,active,strength-in-numbers
infographic,The Demander in Chief,directus,insights,infographic,Democracy,,2021-02-23,archive (3y+),the-demander-in-chief
infographic,The Downing of Turkish-Russian Relations,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2015-12-14,archive (3y+),the-downing-of-turkish-russian-relations
infographic,The Economics of Brexit,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2015-11-30,archive (3y+),the-economics-of-brexit
infographic,The EU's Arc of Instability,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2016-04-05,archive (3y+),the-eus-arc-of-instability
infographic,The French Presidential Election: Who's in the Running?,directus,insights,infographic,Transatlantic Relations & Global Challenges,Election Analysis,2022-04-07,archive (3y+),the-french-presidential-election-whos-in-the-running
infographic,The Long Road to Rio,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2016-08-11,archive (3y+),the-long-road-to-rio
infographic,The Many Shades of Democracy,directus,insights,infographic,Democracy,,2018-09-24,archive (3y+),the-many-shades-of-democracy
infographic,The Post-Pandemic Future of Work,directus,insights,infographic,PENDING-Q3 (Digital World retired),,2021-03-23,archive (3y+),the-post-pandemic-future-of-work
infographic,The Ukraine Crisis: Which countries are accepting refugees within the transatlantic community?,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2023-01-18,archive (3y+),the-ukraine-crisis-which-countries-are-accepting-refugees-within-the-transatlantic-community
infographic,TikTok's Mixed Signals,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2020-07-23,archive (3y+),tiktoks-mixed-signals
infographic,Trade Beyond the Tweet,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2017-02-08,archive (3y+),trade-beyond-the-tweet
infographic,Trade Facts and Figures,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2015-05-14,archive (3y+),trade-facts-and-figures
infographic,Trans-Atlantic Tweeting,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2017-10-31,archive (3y+),trans-atlantic-tweeting
infographic,Trump's Teetering Trade Policy,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2017-11-15,archive (3y+),trumps-teetering-trade-policy
infographic,Trump's Twitter Diplomacy,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2018-04-23,archive (3y+),trumps-twitter-diplomacy
infographic,"Was 2018 Really the ""Year of the Woman""?",directus,insights,infographic,Transatlantic Relations & Global Challenges,,2018-12-13,archive (3y+),was-2018-really-the-year-of-the-woman
infographic,What Do Europe’s Right-Wing Parties Want?,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2019-10-10,archive (3y+),what-do-europes-right-wing-parties-want
infographic,When PIIGS Fly... or Fall,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2015-02-13,archive (3y+),when-piigs-fly-or-fall
infographic,Which Countries are Regulating AI?,directus,insights,infographic,PENDING-Q3 (Digital World retired),,2023-06-07,archive (3y+),which-countries-are-regulating-ai
infographic,Who’s Helping the Western Balkans with COVID-19?,directus,insights,infographic,Transatlantic Relations & Global Challenges,,2020-05-27,archive (3y+),whos-helping-the-western-balkans-with-covid-19
product,A Trillion Dollar Partnership: The Future of the Transatlantic Economy - 5,directus,insights,video,RE-TAG (was fake category: Podcasts),,2023-09-26,active,a-trillion-dollar-partnership-the-future-of-the-transatlantic-economy-5
product,"Athens, Greece",directus,insights,video,Democracy,,2024-03-08,active,athens-greece
product,Authors,contentful,insights,report,RE-TAG (no workstream),,,unknown (no publish_date),authors
product,BFF Spotlight: Travis Moore,directus,insights,report,Future Leadership,,2024-03-01,active,bff-spotlight-travis-moore
product,Class of 2023,directus,insights,report,Future Leadership,,2023-05-08,archive (3y+),class-of-2023
product,Class of 2024,directus,insights,report,Future Leadership,,2023-12-11,active,class-of-2024
product,Class of 2025,directus,insights,report,Future Leadership,,2024-12-10,active,class-of-2025
product,Cross-Cutting Currents,directus,insights,report,Transatlantic Relations & Global Challenges,,2024-02-28,active,cross-cutting-currents
product,Disrupting Democracy Vol. I,directus,insights,report,Democracy,,2020-05-30,archive (3y+),disrupting-democracy-vol-i
product,Disrupting Democracy Vol. II,directus,insights,report,Democracy,,2020-05-30,archive (3y+),disrupting-democracy-vol-ii
product,Emerging Ties,directus,insights,report,Transatlantic Relations & Global Challenges,,2023-02-27,archive (3y+),emerging-ties
product,Episode 6 | The Near Future of Transatlantic Relations,directus,insights,video,RE-TAG (was fake category: Podcasts),,2023-08-28,active,episode-6-the-near-future-of-transatlantic-relations
product,Federalism in Crisis,directus,insights,report,RE-TAG (was fake category: Archives),,2024-02-28,active,federalism-in-crisis
product,Graphic Images,directus,insights,report,Democracy,Graphic Images,2020-09-11,archive (3y+),graphic-images
product,Graphic Images: Autocrats and the Use of Power,directus,insights,report,Democracy,Graphic Images,2024-02-28,active,graphic-images-autocrats-and-the-use-of-power
product,Green Ideas,directus,insights,report,RE-TAG (was fake category: Archives),,2024-02-28,active,green-ideas
product," Hidden Layers | Biden’s AI Executive Order, EU AI Act, and the UK AI Safety Summit",directus,insights,report,PENDING-Q3 (Digital World retired),,,unknown (no publish_date),hidden-layers-bidens-ai-executive-order-eu-ai-act-and-the-uk-ai-safety-summit
product,"Hidden Layers | EU’s AI Act, an AI task force from Congress, and a new Executive Order to protect Americans’ personal data",directus,insights,report,PENDING-Q3 (Digital World retired),,,unknown (no publish_date),hidden-layers-eus-ai-act-an-ai-task-force-from-congress-and-a-new-executive-order-to-protect-americans-personal-data
product,Hidden Layers | Facebook Whistleblower Hearings & Pittsburgh Outcomes,directus,insights,report,PENDING-Q3 (Digital World retired),,2022-02-03,archive (3y+),hidden-layers-facebook-whistleblower-hearings-pittsburgh-outcomes
product,Hidden Layers | New AI Regulations & A Transatlantic Privacy Decision,directus,insights,report,PENDING-Q3 (Digital World retired),,2023-08-09,active,hidden-layers-new-ai-regulations-a-transatlantic-privacy-decision
product,"Hidden Layers | Section 230, Chat GPT & the TikTok Hearing",directus,insights,report,PENDING-Q3 (Digital World retired),,2023-04-18,archive (3y+),hidden-layers-section-230-chat-gpt-the-tiktok-hearing
product,Hidden Layers | TTC December Outcomes & the White House's AI Bill of Rights,directus,insights,report,PENDING-Q3 (Digital World retired),,2022-12-13,archive (3y+),hidden-layers-ttc-december-outcomes-the-white-houses-ai-bill-of-rights
product,Hidden Layers | TTC Edition June 2023,directus,insights,report,PENDING-Q3 (Digital World retired),,2023-06-14,archive (3y+),hidden-layers-ttc-edition-june-2023
product,Hidden Layers | US-EU Meeting in Paris & Congress' New Digital Platform Commission,directus,insights,report,PENDING-Q3 (Digital World retired),,2022-06-06,archive (3y+),hidden-layers-us-eu-meeting-in-paris-congress-new-digital-platform-commission
product,Hotspots,directus,insights,report,PENDING-Q3 (Digital World retired),,2023-12-06,active,hotspots
product,(In)Divisible,directus,insights,report,RE-TAG (was fake category: Archives),,2020-05-30,archive (3y+),in-divisible
product,Lithium Rising,directus,insights,report,Transatlantic Relations & Global Challenges,,2025-07-30,active,lithium-rising
product,Lithium Rising: The Race for Critical Minerals ,directus,insights,report,Transatlantic Relations & Global Challenges,Critical Minerals,2025-08-01,active,lithium-rising-the-race-for-critical-minerals
product,"Oklahoma City, United States",directus,insights,video,Democracy,,2024-03-08,active,oklahoma-city-united-states
product,People-Led Innovation,directus,insights,report,RE-TAG (was fake category: Archives),,2020-06-01,archive (3y+),people-led-innovation
product,"Season 1, Episode 1 | Russian Cyber-Attack on Estonia",directus,insights,video,Future Leadership,,2021-02-03,archive (3y+),season-1-episode-1-russian-cyber-attack-on-estonia
product,"Season 1, Episode 2 | Madeleine Albright on the U.S. Response to the Conflict in Kosovo",directus,insights,video,Future Leadership,,2021-02-09,archive (3y+),season-1-episode-2-madeleine-albright-on-the-u-s-response-to-the-conflict-in-kosovo
product,"Season 1, Episode 3 | George Papandreou on the Euro Crisis in Greece",directus,insights,video,Future Leadership,,2021-03-15,archive (3y+),season-1-episode-3-george-papandreou-on-the-euro-crisis-in-greece
product,"Season 2, Episode 1 | Susana Malcorra on the UN's efforts to stop the spread of Ebola",directus,insights,video,Future Leadership,,2022-11-22,archive (3y+),season-2-episode-1-susana-malcorra-on-the-uns-efforts-to-stop-the-spread-of-ebola
product,"Season 2, Episode 2 | Malcolm Rifkind on the transfer of power in Hong Kong",directus,insights,video,Future Leadership,,2022-11-29,archive (3y+),season-2-episode-2-malcolm-rifkind-on-the-transfer-of-power-in-hong-kong
product,"Season 2, Episode 3 | Federica Mogherini on negotiating the Iran Nuclear Deal",directus,insights,video,Future Leadership,,2022-12-07,archive (3y+),season-2-episode-3-federica-mogherini-on-negotiating-the-iran-nuclear-deal
product,"Season 3, Episode 1 | Jan Eliasson",directus,insights,video,Future Leadership,,2024-02-13,active,season-3-episode-1-jan-eliasson
product,"Season 3, Episode 2 | Bobi Wine",directus,insights,video,Future Leadership,,2024-03-07,active,season-3-episode-2-bobi-wine
product,"Season 3, Episode 3 | Tzipi Livni",directus,insights,video,Future Leadership,,2024-11-14,active,season-3-episode-3-tzipi-livni
product,"Season 4, Episode 1 | Cheryl Welch and Arthur Goldhammer",directus,insights,report,RE-TAG (was fake category: Podcasts),,2022-04-19,archive (3y+),season-4-episode-1-cheryl-welch-and-arthur-goldhammer
product,"Season 4, Episode 10 | Michael Thorning",directus,insights,video,RE-TAG (was fake category: Podcasts),,2022-12-07,archive (3y+),season-4-episode-10-michael-thorning
product,"Season 4, Episode 11 | Larry Diamond",directus,insights,video,RE-TAG (was fake category: Podcasts),,2022-12-16,archive (3y+),season-4-episode-11-larry-diamond
product,"Season 4, Episode 2 | Peter Wehner and Jonathan Rauch",directus,insights,report,RE-TAG (was fake category: Podcasts),,2022-04-19,archive (3y+),season-4-episode-2-peter-wehner-and-jonathan-rauch
product,"Season 4, Episode 3 | Mónica Guzmán",directus,insights,video,RE-TAG (was fake category: Podcasts),,2022-05-16,archive (3y+),season-4-episode-3-m-nica-guzm-n
product,"Season 4, Episode 4 | Andrea Young",directus,insights,video,RE-TAG (was fake category: Podcasts),,2022-07-08,archive (3y+),season-4-episode-4-andrea-young
product,"Season 4, Episode 5 | Cynthia Miller-Idriss",directus,insights,video,RE-TAG (was fake category: Podcasts),,2022-08-10,archive (3y+),season-4-episode-5-cynthia-miller-idriss
product,"Season 4, Episode 6 | Katherine Stewart",directus,insights,video,RE-TAG (was fake category: Podcasts),,2022-09-12,archive (3y+),season-4-episode-6-katherine-stewart
product,"Season 4, Episode 7 | Dahlia Lithwick",directus,insights,video,RE-TAG (was fake category: Podcasts),,2022-09-26,archive (3y+),season-4-episode-7-dahlia-lithwick
product,"Season 4, Episode 8 | Darrell M. West",directus,insights,video,RE-TAG (was fake category: Podcasts),,2022-10-18,archive (3y+),season-4-episode-8-darrell-m-west
product,"Season 4, Episode 9 | Dana Milbank",directus,insights,video,RE-TAG (was fake category: Podcasts),,2022-11-23,archive (3y+),season-4-episode-9-dana-milbank
product,"Season 4, Midterm Elections Special | Rebekah Caruthers",directus,insights,video,RE-TAG (was fake category: Podcasts),Election Analysis,2022-11-04,archive (3y+),season-4-midterm-elections-special-rebekah-caruthers
product,"Season 5, Episode 1 | Adam Hochschild",directus,insights,video,RE-TAG (was fake category: Podcasts),,2023-05-03,archive (3y+),season-5-episode-1-adam-hochschild
product,"Season 5, Episode 3 | Robert Kagan",directus,insights,video,RE-TAG (was fake category: Podcasts),,2023-07-10,archive (3y+),season-5-episode-3-robert-kagan
product,"Season 5, Episode 4 | Derek Leebaert",directus,insights,video,RE-TAG (was fake category: Podcasts),,2023-07-25,archive (3y+),season-5-episode-4-derek-leebaert
product,"Season 5, Episode 5 | Paul Sparrow",directus,insights,video,RE-TAG (was fake category: Podcasts),,2023-08-15,active,season-5-episode-5-paul-sparrow
product,"Season 5, Episode 8 | Jill Watts",directus,insights,video,RE-TAG (was fake category: Podcasts),,2023-11-13,active,season-5-episode-8-jill-watts
product,System Updates,directus,insights,report,Transatlantic Relations & Global Challenges,,2024-01-25,active,system-updates
product,The Great Tech Policy Debate: Should Innovation be Regulated? - 3,directus,insights,video,RE-TAG (was fake category: Podcasts),,2023-05-11,archive (3y+),the-great-tech-policy-debate-should-innovation-be-regulated-3
product,The No Collar Economy - Vol. I,directus,insights,report,PENDING-Q3 (Digital World retired),,2021-09-15,archive (3y+),the-no-collar-economy-vol-i
product,The No Collar Economy - Vol. II,directus,insights,report,PENDING-Q3 (Digital World retired),,2020-07-28,archive (3y+),the-no-collar-economy-vol-ii
product,The Transition 2020,directus,insights,report,RE-TAG (was fake category: Archives),,2020-11-19,archive (3y+),the-transition-2020
product,Transatlantic Trends 2020,directus,insights,report,RE-TAG (was fake category: Archives),,2024-02-28,active,transatlantic-trends-2020
product,Transatlantic Trends 2021,directus,insights,report,RE-TAG (was fake category: Archives),,2021-06-07,archive (3y+),transatlantic-trends-2021
product,Transatlantic Trends 2022,directus,insights,report,RE-TAG (was fake category: Archives),,2022-09-27,archive (3y+),transatlantic-trends-2022
product,Transponder Issue #1: The Transatlantic Relationship,directus,insights,report,Transatlantic Relations & Global Challenges,Transponder Magazine,2021-12-15,archive (3y+),transponder-issue-1-the-transatlantic-relationship
product,Transponder Issue #2: Cities,directus,insights,report,Transatlantic Relations & Global Challenges,Transponder Magazine,2022-07-19,archive (3y+),transponder-issue-2-cities
product,Transponder Issue #3: Resilience,directus,insights,report,Transatlantic Relations & Global Challenges,Transponder Magazine,2022-12-12,archive (3y+),transponder-issue-3-resilience
product,Transponder Issue #4: Identity,directus,insights,report,Transatlantic Relations & Global Challenges,Transponder Magazine,2023-06-20,archive (3y+),transponder-issue-4-identity
product,Transponder Issue #5: Democracy,directus,insights,report,Transatlantic Relations & Global Challenges,Transponder Magazine,2023-12-11,active,transponder-issue-5-democracy
product,Transponder Issue #6: Elections,directus,insights,report,Transatlantic Relations & Global Challenges,Election Analysis,2024-07-17,active,transponder-issue-6-elections
product,Transponder Issue #7: The Future,directus,insights,report,Transatlantic Relations & Global Challenges,Transponder Magazine,2025-05-23,active,transponder-issue-7-the-future
product,Uncivil War,directus,insights,video,Democracy,,2021-02-01,archive (3y+),uncivil-war
publication,A Green Light for Lichtenberg,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2025-02-11,active,a-green-light-for-lichtenberg
publication,A Green Light for the Far-Right: Environmental Policy Strife Creates Opening for AfD,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2023-06-20,archive (3y+),a-green-light-for-the-far-right-environmental-policy-strife-creates-opening-for-afd
publication,A Kettle Full of Steam,contentful,insights,article|report (split TBD),RE-TAG (no workstream),,2026-05-26,active,a-kettle-full-of-steam
publication,A Nameless Alliance,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2025-11-26,active,a-nameless-alliance
publication,A New Constellation,directus,insights,article|report (split TBD),Democracy,,2018-02-14,archive (3y+),a-new-constellation
publication,A New Role for France,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2016-08-02,archive (3y+),a-new-role-for-france
publication,A New Year's Resolution on Turkey,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2014-12-22,archive (3y+),a-new-years-resolution-on-turkey
publication,A Re-set for German Foreign and Security Policy,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2014-01-31,archive (3y+),a-re-set-for-german-foreign-and-security-policy
publication,A Temporary Alternative for Germany?,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2016-03-17,archive (3y+),a-temporary-alternative-for-germany
publication,A Transatlantic Perspective on China’s Belt Road Initiative,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2019-06-27,archive (3y+),a-transatlantic-perspective-on-chinas-belt-road-initiative
publication,A Transatlantic To-Do List,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2021-12-02,archive (3y+),a-transatlantic-to-do-list
publication,Accounting for Autocracy,directus,insights,article|report (split TBD),Democracy,,2025-09-25,active,accounting-for-autocracy
publication,Addressing the Global Digital Skills Gap,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2024-05-10,active,addressing-the-global-digital-skills-gap
publication," Alexa, Is Democracy Dead?",directus,insights,article|report (split TBD),Democracy,,2019-05-08,archive (3y+),alexa-is-democracy-dead
publication,"Alice, Elon, and Aliens",directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2025-01-23,active,alice-elon-and-aliens
publication,An American in Berlin,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2025-04-29,active,an-american-in-berlin
publication,An American Revolution ,directus,insights,article|report (split TBD),Democracy,,2016-11-09,archive (3y+),an-american-revolution
publication,Argentina,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2014-08-01,archive (3y+),argentina
publication,Arts and Culture - Part 1,directus,insights,article|report (split TBD),Democracy,,2018-09-07,archive (3y+),arts-and-culture-part-1
publication,Arts and Culture - Part 2,directus,insights,article|report (split TBD),Democracy,,2018-09-07,archive (3y+),arts-and-culture-part-2
publication,Atoms and Ambitions ,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2025-09-08,active,atoms-and-ambitions
publication,Austrian Elections,directus,insights,article|report (split TBD),Democracy,Election Analysis,2016-05-17,archive (3y+),austrian-elections
publication,Autocratization and the decline of international cooperation,directus,insights,article|report (split TBD),Democracy,,2022-03-10,archive (3y+),autocratization-and-the-decline-of-international-cooperation
publication,"Battle Won, War Lost? ",directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2020-02-27,archive (3y+),battle-won-war-lost
publication,Between Infrastructure and Digital Skills for Africa,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2024-05-10,active,between-infrastructure-and-digital-skills-for-africa
publication,Brexit - potential economic consequences if the UK exits the EU,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2015-05-01,archive (3y+),brexit-potential-economic-consequences-if-the-uk-exits-the-eu
publication,China’s Play for Market Economy Status,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2017-07-24,archive (3y+),chinas-play-for-market-economy-status
publication,Clean Network’s Summer Tour,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2020-09-30,archive (3y+),clean-networks-summer-tour
publication,Cleantech Entrepreneurship Education,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2024-02-07,active,cleantech-entrepreneurship-education
publication,"Coalition, Opposition, Extinction",directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2025-03-26,active,coalition-opposition-extinction
publication,Common Enemies,directus,insights,article|report (split TBD),Democracy,,2020-03-04,archive (3y+),common-enemies
publication,"Conscription, Direction, Transformation",directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2025-10-28,active,conscription-direction-transformation
publication,Cordoned Off: The Far Right in France and Germany,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2023-12-07,active,cordoned-off-the-far-right-in-france-and-germany
publication,COVID-19 and Germany’s Political Transformation,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2020-06-11,archive (3y+),covid-19-and-germanys-political-transformation
publication,Decoding the Writings on the Wall,directus,insights,article|report (split TBD),Democracy,,2018-09-06,archive (3y+),decoding-the-writings-on-the-wall
publication,Democracy,directus,insights,article|report (split TBD),Democracy,,2019-05-03,archive (3y+),democracy
publication, Democracy 101,directus,insights,article|report (split TBD),Democracy,,2019-05-01,archive (3y+),democracy-101
publication,"Democracy, an Economic Review",directus,insights,article|report (split TBD),Democracy,,2018-09-06,archive (3y+),democracy-an-economic-review
publication,Democracy and Disinformation,directus,insights,article|report (split TBD),Democracy,,2019-05-06,archive (3y+),democracy-and-disinformation
publication,Democracy at a Distance,directus,insights,article|report (split TBD),Transatlantic Relations & Global Challenges,,2025-12-08,active,democracy-at-a-distance
